username,video_id,transcript,video_niche_content,comments_topics,comments_sentiment
emma_lascaris,7483049199492173111,,"curling hair:5.944775104522705,pumping fist:3.590958595275879,dying hair:3.1269326210021973,shaving head:3.088515043258667,stretching arm:2.908906936645508"
emma_lascaris,7483106493450014007,,"setting table:5.449979782104492,making tea:4.558314323425293,washing dishes:3.689798355102539,making a cake:3.2964067459106445,disc golfing:2.4408063888549805"
emma_lascaris,7482440834080623927,,"disc golfing:5.146545886993408,mowing lawn:4.402818202972412,walking the dog:4.261364936828613,riding a bike:3.985173225402832,catching or throwing frisbee:3.371878147125244"
emma_lascaris,7485068690749246725,hey Google,"cooking chicken:6.536345481872559,cooking sausages:5.940561771392822,baking cookies:4.197115421295166,frying vegetables:3.787811279296875,making tea:3.28779673576355"
emma_lascaris,7482341866596207927,,"dying hair:5.271872520446777,carving pumpkin:2.7750766277313232,curling hair:2.7061479091644287,shaving head:2.5125579833984375,making bed:2.1929872035980225"
sayfjoumat,7420262052079340805,,"motorcycling:6.582791805267334,bobsledding:3.7477266788482666,skateboarding:2.3741648197174072,riding scooter:2.1708967685699463,counting money:1.9786030054092407"
sayfjoumat,7106677267585076485,,"pull ups:4.965969562530518,front raises:4.610684394836426,lunge:4.241787910461426,bench pressing:4.150084972381592,high kick:3.6582839488983154"
ndivhonthakssntha59,7482639901121449271,,"crying:4.234889030456543,tying tie:4.061127662658691,sailing:2.6718225479125977,carrying baby:2.399932384490967,smoking:2.2568750381469727"
ndivhonthakssntha59,7468243277817400582,,"using computer:6.756889343261719,unboxing:3.7970409393310547,using remote controller (not gaming):3.4136605262756348,playing keyboard:3.3738975524902344,playing controller:3.011338233947754"
ndivhonthakssntha59,7482891792539503878,,"tying tie:6.488668441772461,tying bow tie:4.892185211181641,crying:3.3693244457244873,shaving head:2.956376552581787,counting money:2.6742329597473145"
ndivhonthakssntha59,7466903469518114054,,"smoking:4.315383434295654,pumping fist:3.6467206478118896,driving car:3.339447021484375,answering questions:3.061868667602539,smoking hookah:2.8798413276672363"
ndivhonthakssntha59,7466026987652418822,play smooth jazz on Spotify,"walking the dog:5.871180534362793,skateboarding:3.9847898483276367,riding scooter:3.7311720848083496,using segway:3.3267388343811035,riding unicycle:3.2056119441986084"
amanipillay,7446448950523022597,,"wrapping present:4.647828578948975,cleaning shoes:4.0280375480651855,brushing hair:3.9680023193359375,curling hair:3.8085720539093018,answering questions:3.5892486572265625"
amanipillay,7283438010270502150,,"texting:6.601850986480713,eating ice cream:5.25587797164917,kissing:4.36086368560791,drinking:3.454097270965576,smoking:3.0075602531433105"
amanipillay,7448559352266476806,,"celebrating:6.031883716583252,surfing crowd:4.928595542907715,pumping fist:4.450107574462891,zumba:2.5599658489227295,cheerleading:2.433603286743164"
amanipillay,7456099770671746310,,"eating burger:4.840045928955078,tasting food:3.8680367469787598,doing laundry:3.2090821266174316,cleaning shoes:2.972468614578247,eating ice cream:2.7632689476013184"
bhonono_mvelase,7472003382190820613,,"walking the dog:3.7266123294830322,dying hair:3.2501742839813232,jogging:3.0512659549713135,finger snapping:2.4816975593566895,moving furniture:2.46379017829895"
bhonono_mvelase,7467590630831688966,,"marching:4.377527236938477,dancing gangnam style:3.741337776184082,cheerleading:3.2659406661987305,singing:3.006744384765625,dancing macarena:2.93161940574646"
bhonono_mvelase,7475830583663381766,,"celebrating:4.131443977355957,cheerleading:3.8076047897338867,headbanging:3.674220323562622,pumping fist:2.752089262008667,finger snapping:2.5982205867767334"
bhonono_mvelase,7477235592271531269,,"headbanging:5.242437362670898,surfing crowd:3.520590305328369,celebrating:3.4945554733276367,capoeira:2.32348370552063,waiting in line:2.1479249000549316"
kylie.naidoo01,7175221997838929158,,"carrying baby:5.117778778076172,stretching arm:2.846195697784424,front raises:2.6024327278137207,hugging:2.396679401397705,punching person (boxing):2.3345444202423096"
kylie.naidoo01,7164343859563056390,,"snatch weight lifting:5.423133373260498,deadlifting:4.881222248077393,clean and jerk:4.543349266052246,squat:4.201281547546387,front raises:2.6760363578796387"
kylie.naidoo01,7477825285820304645,,"dying hair:4.538950443267822,kissing:4.447678565979004,curling hair:3.8557333946228027,pumping fist:3.387166738510132,drawing:3.347554922103882"
kylie.naidoo01,7483288039448530231,,"drinking:3.5854856967926025,sticking tongue out:3.1829140186309814,getting a tattoo:3.1596806049346924,opening bottle:2.9988980293273926,kissing:2.986963987350464"
ziyaad_soloo,7466429898966453510,,"jumping into pool:3.816023588180542,dancing gangnam style:3.639314651489258,pumping fist:2.7790982723236084,surfing crowd:2.7449581623077393,skiing (not slalom or crosscountry):2.6493430137634277"
ziyaad_soloo,7471717193596685574,,"surfing crowd:5.688529968261719,celebrating:5.022252082824707,cheerleading:3.1200740337371826,applauding:3.090031623840332,pole vault:2.9609932899475098"
ziyaad_soloo,7480993203836013830,,"playing tennis:4.028682708740234,passing American football (in game):3.956878662109375,hurling (sport):2.6640005111694336,sword fighting:2.322159767150879,javelin throw:2.1165614128112793"
ziyaad_soloo,7454533956701080837,put on faded,"celebrating:5.027036666870117,applauding:4.7035322189331055,pumping fist:3.7911949157714844,hammer throw:3.578031539916992,dodgeball:3.5653066635131836"
tthugwife,7478164773939563781,,"sticking tongue out:3.779897689819336,cleaning floor:3.1304759979248047,eating ice cream:2.8282432556152344,eating burger:2.5546607971191406,pushing cart:2.499972343444824"
tthugwife,7478562042534841618,,"skiing (not slalom or crosscountry):6.800322532653809,ski jumping:4.493406295776367,snowboarding:2.142681837081909,skiing crosscountry:1.6331710815429688,cheerleading:1.182698369026184"
tthugwife,7482564467683822903,,"carving pumpkin:5.8890886306762695,making a cake:4.167051315307617,baking cookies:3.759131669998169,making tea:3.009075403213501,drinking:2.8634886741638184"
tthugwife,7478869552940600581,,"ice skating:4.417827606201172,riding scooter:3.6124746799468994,skiing crosscountry:3.426683187484741,tobogganing:3.3606300354003906,walking the dog:2.797370195388794"
tthugwife,7483676800564923653,,"tobogganing:4.4875969886779785,ice skating:3.4275524616241455,waiting in line:3.388307571411133,kissing:3.034825563430786,headbanging:2.8825345039367676"
timmybear_naidoo,7484328275917966598,,"massaging feet:4.622993469238281,applying cream:4.104613304138184,using computer:3.991230010986328,arm wrestling:3.061800479888916,answering questions:3.055668354034424"
timmybear_naidoo,7484153013477690679,,"blowing nose:7.608341217041016,crying:4.293676376342773,sneezing:3.0444438457489014,drinking:2.6016650199890137,dancing charleston:2.1574606895446777"
timmybear_naidoo,7483030180382952710,,"yoga:4.440004348754883,laughing:3.8972747325897217,crying:3.444275379180908,carrying baby:3.1213574409484863,kissing:3.0822346210479736"
timmybear_naidoo,7482442799305215237,,"carrying baby:8.389058113098145,baby waking up:4.520261764526367,crying:3.4553494453430176,laughing:3.4215927124023438,hugging:3.1062259674072266"
kylosimons,7057534453148667137,,"playing kickball:6.1234517097473145,passing American football (in game):4.918438911437988,dodgeball:4.714500904083252,shooting goal (soccer):3.386960983276367,kicking soccer ball:2.022878646850586"
kylosimons,7399714295551937798,,"juggling soccer ball:4.030975818634033,shooting goal (soccer):3.5466063022613525,playing volleyball:3.2483410835266113,breakdancing:2.5128159523010254,somersaulting:2.382357120513916"
kylosimons,7379233200880553222,,"shooting goal (soccer):7.525088310241699,juggling soccer ball:5.194808483123779,catching or throwing frisbee:3.046621322631836,throwing ball:2.678779363632202,headbutting:2.3717617988586426"
kylosimons,7485251334120230199,,"robot dancing:5.017744541168213,catching or throwing baseball:4.991093635559082,dodgeball:4.590027809143066,playing cricket:3.7841529846191406,beatboxing:3.62269926071167"
tanner.prince_,7461398007611673861,,"pushing car:5.427760124206543,driving car:5.329312801361084,checking tires:4.118325233459473,changing wheel:2.2508444786071777,changing oil:2.076223373413086"
tanner.prince_,7467191612288929030,,"driving car:4.660518646240234,pushing car:4.146427631378174,checking tires:4.000162124633789,pumping gas:3.949829339981079,cleaning pool:3.455657958984375"
tanner.prince_,7473392713128365367,,"driving car:6.637315273284912,motorcycling:3.7807888984680176,pushing car:3.409623622894287,texting:2.0953426361083984,checking tires:1.9365441799163818"
miks.gray,7483553828315335941,,"celebrating:4.019838809967041,cheerleading:3.8852670192718506,gargling:3.814286231994629,finger snapping:3.3289413452148438,tasting food:3.283292293548584"
miks.gray,7479897538288454917,too much booty in the pants,"zumba:5.406322002410889,pumping fist:4.827095985412598,krumping:3.781008720397949,breakdancing:3.3774847984313965,finger snapping:2.499274253845215"
miks.gray,7474147000812981509,,"dancing macarena:6.3693976402282715,finger snapping:5.020205974578857,curling hair:3.1380510330200195,pumping fist:2.942776918411255,clapping:2.8449254035949707"
miks.gray,7483541645544279301,,"pumping fist:4.940209865570068,brushing hair:4.402468681335449,curling hair:4.269753456115723,fixing hair:3.8835198879241943,dying hair:3.833019495010376"
miks.gray,7472715343459355910,put 6 * 5495 Highway 610 take some pills and then I could call front piece and I left everyone I love on red,"curling hair:6.818302631378174,brushing hair:3.586904525756836,shaving head:2.9651894569396973,finger snapping:2.9104344844818115,fixing hair:2.7874014377593994"
riann0l,7408557467602390278,,"curling hair:4.5715484619140625,playing chess:3.5856919288635254,brushing hair:3.213291645050049,dancing macarena:3.0307137966156006,pumping fist:2.7914581298828125"
riann0l,7443868426818407735,,"salsa dancing:3.5522940158843994,decorating the christmas tree:2.773608684539795,trimming trees:2.7362141609191895,yoga:2.510788679122925,punching bag:2.5012502670288086"
riann0l,7454519397672029445,what's my,"barbequing:6.847499370574951,catching or throwing frisbee:3.4061856269836426,extinguishing fire:3.2666096687316895,walking the dog:3.03235125541687,pumping fist:2.7414941787719727"
mayavanzyl_,7049681416862403842,,"kissing:5.871359825134277,air drumming:4.199815273284912,barbequing:4.009161949157715,drinking:3.759141206741333,eating hotdog:3.4049594402313232"
mayavanzyl_,7065812211939200258,,"salsa dancing:4.324507713317871,pumping fist:4.130411148071289,dancing macarena:3.944458246231079,decorating the christmas tree:3.9052956104278564,hugging:3.7123570442199707"
mayavanzyl_,7060436522759245057,,"dining:4.349190711975098,scrambling eggs:4.041274070739746,tasting food:3.3742287158966064,eating spaghetti:3.2634267807006836,finger snapping:3.260371446609497"
oumaimahaitam,7205253012984548613,,"celebrating:4.667376518249512,tying bow tie:3.924412250518799,tying tie:3.6464695930480957,washing hands:3.643763303756714,bending metal:3.215007781982422"
oumaimahaitam,7204807656752598278,,"giving or receiving award:4.515497207641602,celebrating:3.8325109481811523,blowing out candles:3.722142457962036,kissing:2.777371883392334,smoking:2.6701812744140625"
oumaimahaitam,7204423445981990149,,"fixing hair:5.8884711265563965,brushing hair:4.55626106262207,filling eyebrows:3.9299967288970947,curling hair:3.3105058670043945,texting:3.213362216949463"
oumaimahaitam,7193888760814177541,,"kissing:6.049144744873047,drinking beer:5.860039710998535,drinking:4.834434509277344,arm wrestling:4.720660209655762,rock scissors paper:4.521768569946289"
oumaimahaitam,7204852455404801286,,"finger snapping:7.302969455718994,robot dancing:4.102118492126465,shaking head:3.9035346508026123,eating burger:3.6546597480773926,singing:3.5233840942382812"
liibax143,7462398583237659909,,"drinking beer:3.8251969814300537,celebrating:3.783132553100586,drinking:3.7726922035217285,stomping grapes:3.4067864418029785,digging:3.0614566802978516"
liibax143,7468368714153479430,,"driving car:7.270441055297852,motorcycling:5.144049644470215,pushing car:1.450685977935791,jetskiing:1.3110227584838867,texting:1.2277418375015259"
liibax143,7463012132473359622,I love you let me know something,"driving car:7.331483840942383,motorcycling:3.825118064880371,texting:2.7889657020568848,pumping fist:1.5046594142913818,air drumming:1.0790934562683105"
liibax143,7427906354028842246,,"pushing cart:3.6985864639282227,catching or throwing frisbee:3.624099016189575,cleaning pool:3.594890594482422,cleaning windows:2.9823224544525146,catching fish:2.778672218322754"
liibax143,7473840100087041286,what does,"yoga:3.6435322761535645,massaging back:3.4359097480773926,wrapping present:3.294748306274414,stretching leg:3.0700535774230957,waxing legs:2.9940614700317383"
nigeria533,7253069874501651739,,"jumping into pool:4.147760391235352,cleaning pool:4.044528007507324,springboard diving:3.6788623332977295,cartwheeling:3.6010162830352783,somersaulting:2.9743239879608154"
nigeria533,7253069875608931610,,"drawing:5.456197738647461,kissing:4.60929012298584,parasailing:4.247439384460449,eating hotdog:3.888671875,reading book:3.5716519355773926"
nigeria533,7253077045146553627,,"water sliding:4.16964864730835,spray painting:4.069924831390381,dodgeball:3.8157498836517334,springboard diving:3.583421468734741,archery:3.2841548919677734"
nigeria533,7253215341608799515,,"skiing (not slalom or crosscountry):5.905208587646484,snowboarding:3.754912853240967,motorcycling:3.311666488647461,skiing slalom:3.0892345905303955,snowmobiling:2.863832473754883"
michellesteffensl,7353343051777019142,,"headbanging:5.868416786193848,finger snapping:4.304159641265869,shaking head:3.642385482788086,pumping fist:3.554302453994751,whistling:3.5365612506866455"
michellesteffensl,7350639530673753349,,"finger snapping:6.022912502288818,dying hair:4.164538383483887,fixing hair:4.0801591873168945,beatboxing:3.5541086196899414,whistling:3.166317939758301"
michellesteffensl,7299331331396242694,,"shaking head:5.001648902893066,finger snapping:4.307696342468262,headbanging:3.759949207305908,fixing hair:3.222428321838379,pumping fist:2.741880416870117"
4drienrk,7226417148233583898,,"waxing legs:5.046638488769531,laughing:4.235075950622559,answering questions:3.910248279571533,yawning:3.5885047912597656,crying:3.495270252227783"
4drienrk,7267638070416067873,,"pumping fist:6.8217668533325195,finger snapping:4.9968061447143555,dancing macarena:4.366148471832275,air drumming:3.4379663467407227,headbanging:2.7408106327056885"
4drienrk,7332842595258748192,,"extinguishing fire:6.375504970550537,playing bagpipes:3.715765953063965,flying kite:3.2927815914154053,juggling fire:2.067434310913086,celebrating:1.762976884841919"
